alert_id,vehicle_id,alert_date,alert_type,severity,resolved,fault_code,alert_year,alert_month,status
1012,VH079,2022-05-21,Brake Wear,MEDIUM,0,UNKNOWN,2022,5,Open
1013,VH168,2022-05-22,Brake Wear,MEDIUM,0,P0300,2022,5,Open
1014,VH287,2022-05-22,Brake Wear,MEDIUM,1,P0217,2022,5,Resolved
1015,VH117,2022-05-23,Brake Wear,LOW,1,B0020,2022,5,Resolved
1016,VH209,2022-05-23,Engine Warning,HIGH,1,C0031,2022,5,Resolved
1017,VH204,2022-05-24,Battery Low,LOW,1,UNKNOWN,2022,5,Resolved
1018,VH261,2022-05-24,Battery Low,LOW,1,C0031,2022,5,Resolved
1019,VH230,2022-05-25,Abs Fault,MEDIUM,1,P0300,2022,5,Resolved
1020,VH432,2022-05-25,Engine Warning,HIGH,0,P0300,2022,5,Open
1021,VH231,2022-05-26,Battery Low,LOW,1,C0031,2022,5,Resolved
1022,VH115,2022-05-26,Abs Fault,MEDIUM,1,P0420,2022,5,Resolved
1023,VH073,2022-05-27,Overheating,MEDIUM,0,C0031,2022,5,Open
1024,VH307,2022-05-27,Overheating,LOW,0,B0020,2022,5,Open
1025,VH337,2022-05-28,Overheating,LOW,0,P0217,2022,5,Open
1026,VH157,2022-05-28,Brake Wear,LOW,1,P0420,2022,5,Resolved
1027,VH179,2022-05-29,Overheating,LOW,0,C0031,2022,5,Open
1028,VH311,2022-05-29,Abs Fault,MEDIUM,1,P0217,2022,5,Resolved
1029,VH426,2022-05-30,Oil Level Low,HIGH,1,UNKNOWN,2022,5,Resolved
1030,VH081,2022-05-30,Oil Level Low,MEDIUM,1,P0300,2022,5,Resolved
1031,VH366,2022-05-31,Abs Fault,LOW,1,UNKNOWN,2022,5,Resolved
1032,VH334,2022-05-31,Engine Warning,HIGH,1,C0031,2022,5,Resolved
1033,VH404,2022-06-01,Oil Level Low,MEDIUM,1,P0420,2022,6,Resolved
1034,VH247,2022-06-01,Abs Fault,HIGH,1,B0020,2022,6,Resolved
1035,VH111,2022-06-02,Abs Fault,LOW,1,P0217,2022,6,Resolved
1036,VH347,2022-06-02,Engine Warning,MEDIUM,1,UNKNOWN,2022,6,Resolved
1037,VH444,2022-06-03,Battery Low,MEDIUM,0,P0217,2022,6,Open
1038,VH115,2022-06-03,Oil Level Low,MEDIUM,0,C0031,2022,6,Open
1039,VH039,2022-06-04,Abs Fault,HIGH,0,B0020,2022,6,Open
1040,VH240,2022-06-04,Abs Fault,LOW,1,B0020,2022,6,Resolved
1041,VH445,2022-06-05,Oil Level Low,MEDIUM,1,P0300,2022,6,Resolved
1042,VH448,2022-06-05,Engine Warning,HIGH,1,C0031,2022,6,Resolved
1043,VH212,2022-06-06,Oil Level Low,HIGH,1,UNKNOWN,2022,6,Resolved
1044,VH407,2022-06-06,Engine Warning,HIGH,1,UNKNOWN,2022,6,Resolved
1045,VH265,2022-06-07,Oil Level Low,MEDIUM,0,P0300,2022,6,Open
1046,VH378,2022-06-07,Abs Fault,LOW,1,P0217,2022,6,Resolved
1047,VH181,2022-06-08,Brake Wear,HIGH,0,UNKNOWN,2022,6,Open
1048,VH179,2022-06-08,Battery Low,MEDIUM,1,P0300,2022,6,Resolved
1049,VH241,2022-06-09,Oil Level Low,MEDIUM,0,UNKNOWN,2022,6,Open
1050,VH339,2022-06-09,Abs Fault,LOW,1,C0031,2022,6,Resolved
1051,VH416,2022-06-10,Battery Low,MEDIUM,0,UNKNOWN,2022,6,Open
1052,VH052,2022-06-10,Oil Level Low,MEDIUM,1,P0300,2022,6,Resolved
1053,VH140,2022-06-11,Oil Level Low,HIGH,1,UNKNOWN,2022,6,Resolved
1054,VH322,2022-06-11,Brake Wear,MEDIUM,0,UNKNOWN,2022,6,Open
1055,VH356,2022-06-12,Overheating,HIGH,0,UNKNOWN,2022,6,Open
1056,VH277,2022-06-12,Overheating,MEDIUM,1,B0020,2022,6,Resolved
1057,VH168,2022-06-13,Battery Low,MEDIUM,1,UNKNOWN,2022,6,Resolved
1058,VH235,2022-06-13,Battery Low,HIGH,1,P0217,2022,6,Resolved
1059,VH011,2022-06-14,Brake Wear,HIGH,1,B0020,2022,6,Resolved
1060,VH061,2022-06-14,Engine Warning,LOW,0,UNKNOWN,2022,6,Open
1061,VH284,2022-06-15,Battery Low,HIGH,1,UNKNOWN,2022,6,Resolved
1062,VH460,2022-06-15,Overheating,MEDIUM,1,P0300,2022,6,Resolved
1063,VH261,2022-06-16,Brake Wear,LOW,0,P0217,2022,6,Open
1064,VH370,2022-06-16,Engine Warning,MEDIUM,1,C0031,2022,6,Resolved
1065,VH447,2022-06-17,Abs Fault,MEDIUM,1,P0300,2022,6,Resolved
1066,VH015,2022-06-17,Brake Wear,LOW,0,P0217,2022,6,Open
1067,VH416,2022-06-18,Overheating,MEDIUM,1,C0031,2022,6,Resolved
1068,VH337,2022-06-18,Abs Fault,MEDIUM,0,P0420,2022,6,Open
1069,VH297,2022-06-19,Brake Wear,HIGH,1,P0300,2022,6,Resolved
1070,VH420,2022-06-19,Oil Level Low,HIGH,0,C0031,2022,6,Open
1071,VH078,2022-06-20,Overheating,HIGH,1,P0420,2022,6,Resolved
1072,VH361,2022-06-20,Engine Warning,LOW,0,UNKNOWN,2022,6,Open
1073,VH393,2022-06-21,Brake Wear,MEDIUM,1,P0300,2022,6,Resolved
1074,VH337,2022-06-21,Overheating,HIGH,1,C0031,2022,6,Resolved
1075,VH172,2022-06-22,Overheating,MEDIUM,1,P0300,2022,6,Resolved
1076,VH135,2022-06-22,Engine Warning,HIGH,1,B0020,2022,6,Resolved
1077,VH251,2022-06-23,Overheating,LOW,1,UNKNOWN,2022,6,Resolved
1078,VH352,2022-06-23,Engine Warning,MEDIUM,0,P0420,2022,6,Open
1079,VH044,2022-06-24,Overheating,HIGH,0,P0217,2022,6,Open
1080,VH428,2022-06-24,Brake Wear,LOW,1,P0217,2022,6,Resolved
1081,VH262,2022-06-25,Engine Warning,LOW,1,P0300,2022,6,Resolved
1082,VH400,2022-06-25,Engine Warning,MEDIUM,1,P0300,2022,6,Resolved
1083,VH194,2022-06-26,Overheating,LOW,1,B0020,2022,6,Resolved
1084,VH458,2022-06-26,Abs Fault,MEDIUM,1,P0420,2022,6,Resolved
1085,VH004,2022-06-27,Oil Level Low,LOW,1,P0300,2022,6,Resolved
1086,VH064,2022-06-27,Abs Fault,LOW,0,P0217,2022,6,Open
1087,VH261,2022-06-28,Abs Fault,MEDIUM,0,P0420,2022,6,Open
1088,VH165,2022-06-28,Engine Warning,HIGH,1,P0420,2022,6,Resolved
1089,VH103,2022-06-29,Oil Level Low,MEDIUM,1,B0020,2022,6,Resolved
1090,VH154,2022-06-29,Abs Fault,LOW,0,UNKNOWN,2022,6,Open
1091,VH158,2022-06-30,Battery Low,MEDIUM,0,P0300,2022,6,Open
1092,VH386,2022-06-30,Brake Wear,MEDIUM,1,P0420,2022,6,Resolved
1093,VH371,2022-07-01,Oil Level Low,HIGH,1,B0020,2022,7,Resolved
1094,VH402,2022-07-01,Abs Fault,MEDIUM,1,UNKNOWN,2022,7,Resolved
1095,VH263,2022-07-02,Abs Fault,HIGH,0,B0020,2022,7,Open
1096,VH366,2022-07-02,Brake Wear,LOW,0,B0020,2022,7,Open
1097,VH111,2022-07-03,Engine Warning,HIGH,1,UNKNOWN,2022,7,Resolved
1098,VH087,2022-07-03,Abs Fault,HIGH,1,B0020,2022,7,Resolved
1099,VH148,2022-07-04,Brake Wear,MEDIUM,1,P0300,2022,7,Resolved
1100,VH271,2022-07-04,Oil Level Low,MEDIUM,0,B0020,2022,7,Open
1101,VH436,2022-07-05,Abs Fault,LOW,1,UNKNOWN,2022,7,Resolved
1102,VH374,2022-07-05,Abs Fault,HIGH,1,P0420,2022,7,Resolved
1103,VH156,2022-07-06,Engine Warning,LOW,1,C0031,2022,7,Resolved
1104,VH494,2022-07-06,Abs Fault,MEDIUM,0,UNKNOWN,2022,7,Open
1105,VH448,2022-07-07,Oil Level Low,LOW,1,P0300,2022,7,Resolved
1106,VH323,2022-07-07,Engine Warning,HIGH,1,C0031,2022,7,Resolved
1107,VH131,2022-07-08,Oil Level Low,MEDIUM,1,UNKNOWN,2022,7,Resolved
1108,VH185,2022-07-08,Engine Warning,MEDIUM,1,UNKNOWN,2022,7,Resolved
1109,VH055,2022-07-09,Abs Fault,MEDIUM,1,B0020,2022,7,Resolved
1110,VH396,2022-07-09,Oil Level Low,MEDIUM,1,P0300,2022,7,Resolved
1111,VH192,2022-07-10,Battery Low,LOW,0,P0217,2022,7,Open
1112,VH057,2022-07-10,Oil Level Low,HIGH,1,C0031,2022,7,Resolved
1113,VH482,2022-07-11,Oil Level Low,MEDIUM,0,P0420,2022,7,Open
1114,VH036,2022-07-11,Battery Low,MEDIUM,1,UNKNOWN,2022,7,Resolved
1115,VH392,2022-07-12,Brake Wear,MEDIUM,0,P0217,2022,7,Open
1116,VH265,2022-07-12,Engine Warning,LOW,0,P0217,2022,7,Open
1117,VH163,2022-07-13,Abs Fault,LOW,0,C0031,2022,7,Open
1118,VH382,2022-07-13,Oil Level Low,LOW,1,P0420,2022,7,Resolved
1119,VH088,2022-07-14,Brake Wear,MEDIUM,0,P0300,2022,7,Open
1120,VH472,2022-07-14,Overheating,MEDIUM,0,P0217,2022,7,Open
1121,VH419,2022-07-15,Brake Wear,MEDIUM,1,P0300,2022,7,Resolved
1122,VH139,2022-07-15,Overheating,HIGH,1,P0217,2022,7,Resolved
1123,VH376,2022-07-16,Engine Warning,LOW,1,B0020,2022,7,Resolved
1124,VH390,2022-07-16,Overheating,HIGH,0,UNKNOWN,2022,7,Open
1125,VH409,2022-07-17,Battery Low,LOW,1,P0217,2022,7,Resolved
1126,VH001,2022-07-17,Battery Low,HIGH,0,P0300,2022,7,Open
1127,VH265,2022-07-18,Brake Wear,MEDIUM,1,P0420,2022,7,Resolved
1128,VH125,2022-07-18,Battery Low,MEDIUM,0,C0031,2022,7,Open
1129,VH120,2022-07-19,Battery Low,MEDIUM,1,P0420,2022,7,Resolved
1130,VH460,2022-07-19,Brake Wear,HIGH,0,P0217,2022,7,Open
1131,VH333,2022-07-20,Oil Level Low,HIGH,1,P0300,2022,7,Resolved
1132,VH029,2022-07-20,Engine Warning,LOW,0,B0020,2022,7,Open
1133,VH302,2022-07-21,Overheating,LOW,1,P0420,2022,7,Resolved
1134,VH288,2022-07-21,Brake Wear,MEDIUM,1,B0020,2022,7,Resolved
1135,VH159,2022-07-22,Battery Low,HIGH,1,C0031,2022,7,Resolved
1136,VH218,2022-07-22,Overheating,MEDIUM,1,B0020,2022,7,Resolved
1137,VH360,2022-07-23,Oil Level Low,MEDIUM,1,C0031,2022,7,Resolved
1138,VH472,2022-07-23,Abs Fault,HIGH,0,B0020,2022,7,Open
1139,VH207,2022-07-24,Engine Warning,LOW,0,P0217,2022,7,Open
1140,VH362,2022-07-24,Engine Warning,MEDIUM,1,B0020,2022,7,Resolved
1141,VH375,2022-07-25,Battery Low,LOW,0,UNKNOWN,2022,7,Open
1142,VH243,2022-07-25,Oil Level Low,LOW,1,P0420,2022,7,Resolved
1143,VH262,2022-07-26,Engine Warning,LOW,1,P0420,2022,7,Resolved
1144,VH157,2022-07-26,Overheating,MEDIUM,1,P0420,2022,7,Resolved
1145,VH159,2022-07-27,Overheating,MEDIUM,0,C0031,2022,7,Open
1146,VH400,2022-07-27,Abs Fault,MEDIUM,1,C0031,2022,7,Resolved
1147,VH202,2022-07-28,Battery Low,HIGH,1,P0217,2022,7,Resolved
1148,VH255,2022-07-28,Oil Level Low,LOW,0,C0031,2022,7,Open
1149,VH120,2022-07-29,Overheating,MEDIUM,1,P0217,2022,7,Resolved
1150,VH493,2022-07-29,Engine Warning,HIGH,1,B0020,2022,7,Resolved
1151,VH360,2022-07-30,Overheating,HIGH,1,P0300,2022,7,Resolved
1152,VH255,2022-07-30,Abs Fault,HIGH,1,P0420,2022,7,Resolved
1153,VH132,2022-07-31,Engine Warning,MEDIUM,1,P0420,2022,7,Resolved
1154,VH349,2022-07-31,Oil Level Low,LOW,0,P0217,2022,7,Open
1155,VH128,2022-08-01,Battery Low,HIGH,1,C0031,2022,8,Resolved
1156,VH136,2022-08-01,Abs Fault,MEDIUM,1,UNKNOWN,2022,8,Resolved
1157,VH360,2022-08-02,Abs Fault,MEDIUM,0,B0020,2022,8,Open
1158,VH459,2022-08-02,Battery Low,MEDIUM,0,P0217,2022,8,Open
1159,VH321,2022-08-03,Battery Low,HIGH,1,P0420,2022,8,Resolved
1160,VH363,2022-08-03,Brake Wear,MEDIUM,1,UNKNOWN,2022,8,Resolved
1161,VH037,2022-08-04,Battery Low,MEDIUM,0,P0217,2022,8,Open
1162,VH087,2022-08-04,Battery Low,LOW,1,P0300,2022,8,Resolved
1163,VH414,2022-08-05,Engine Warning,HIGH,0,P0300,2022,8,Open
1164,VH207,2022-08-05,Abs Fault,LOW,1,P0300,2022,8,Resolved
1165,VH221,2022-08-06,Oil Level Low,LOW,1,B0020,2022,8,Resolved
1166,VH408,2022-08-06,Oil Level Low,LOW,1,P0300,2022,8,Resolved
1167,VH457,2022-08-07,Overheating,LOW,0,B0020,2022,8,Open
1168,VH171,2022-08-07,Battery Low,LOW,1,UNKNOWN,2022,8,Resolved
1169,VH139,2022-08-08,Oil Level Low,LOW,1,UNKNOWN,2022,8,Resolved
1170,VH079,2022-08-08,Oil Level Low,HIGH,1,B0020,2022,8,Resolved
1171,VH189,2022-08-09,Abs Fault,HIGH,0,P0420,2022,8,Open
1172,VH108,2022-08-09,Oil Level Low,HIGH,1,C0031,2022,8,Resolved
1173,VH110,2022-08-10,Oil Level Low,LOW,1,P0300,2022,8,Resolved
1174,VH294,2022-08-10,Engine Warning,MEDIUM,0,C0031,2022,8,Open
1175,VH176,2022-08-11,Battery Low,LOW,0,P0217,2022,8,Open
1176,VH410,2022-08-11,Oil Level Low,MEDIUM,0,B0020,2022,8,Open
1177,VH128,2022-08-12,Engine Warning,LOW,0,B0020,2022,8,Open
1178,VH365,2022-08-12,Brake Wear,LOW,1,C0031,2022,8,Resolved
1179,VH485,2022-08-13,Overheating,MEDIUM,0,P0217,2022,8,Open
1180,VH024,2022-08-13,Engine Warning,LOW,1,C0031,2022,8,Resolved
1181,VH214,2022-08-14,Overheating,LOW,1,P0420,2022,8,Resolved
1182,VH338,2022-08-14,Overheating,HIGH,1,UNKNOWN,2022,8,Resolved
1183,VH073,2022-08-15,Brake Wear,LOW,1,P0300,2022,8,Resolved
1184,VH221,2022-08-15,Brake Wear,MEDIUM,1,B0020,2022,8,Resolved
1185,VH352,2022-08-16,Brake Wear,MEDIUM,1,UNKNOWN,2022,8,Resolved
1186,VH140,2022-08-16,Engine Warning,MEDIUM,1,P0217,2022,8,Resolved
1187,VH105,2022-08-17,Brake Wear,LOW,1,P0217,2022,8,Resolved
1188,VH145,2022-08-17,Abs Fault,LOW,1,B0020,2022,8,Resolved
1189,VH217,2022-08-18,Oil Level Low,LOW,1,P0217,2022,8,Resolved
1190,VH437,2022-08-18,Engine Warning,HIGH,1,P0217,2022,8,Resolved
1191,VH270,2022-08-19,Battery Low,LOW,0,P0300,2022,8,Open
1192,VH153,2022-08-19,Brake Wear,HIGH,0,P0420,2022,8,Open
1193,VH475,2022-08-20,Engine Warning,MEDIUM,1,P0420,2022,8,Resolved
1194,VH269,2022-08-20,Brake Wear,HIGH,1,B0020,2022,8,Resolved
1195,VH293,2022-08-21,Overheating,MEDIUM,1,UNKNOWN,2022,8,Resolved
1196,VH266,2022-08-21,Oil Level Low,MEDIUM,1,P0420,2022,8,Resolved
1197,VH374,2022-08-22,Overheating,MEDIUM,0,UNKNOWN,2022,8,Open
1198,VH073,2022-08-22,Brake Wear,HIGH,1,P0420,2022,8,Resolved
1199,VH461,2022-08-23,Engine Warning,MEDIUM,0,P0420,2022,8,Open
1200,VH391,2022-08-23,Abs Fault,MEDIUM,1,P0420,2022,8,Resolved
1201,VH398,2022-08-24,Oil Level Low,LOW,0,UNKNOWN,2022,8,Open
1202,VH124,2022-08-24,Overheating,MEDIUM,1,UNKNOWN,2022,8,Resolved
1203,VH100,2022-08-25,Oil Level Low,MEDIUM,1,C0031,2022,8,Resolved
1204,VH374,2022-08-25,Oil Level Low,LOW,1,UNKNOWN,2022,8,Resolved
1205,VH488,2022-08-26,Brake Wear,LOW,1,C0031,2022,8,Resolved
1206,VH261,2022-08-26,Oil Level Low,HIGH,1,P0300,2022,8,Resolved
1207,VH013,2022-08-27,Battery Low,MEDIUM,0,P0420,2022,8,Open
1208,VH020,2022-08-27,Battery Low,LOW,0,P0217,2022,8,Open
1209,VH028,2022-08-28,Overheating,LOW,0,C0031,2022,8,Open
1210,VH115,2022-08-28,Overheating,LOW,1,P0420,2022,8,Resolved
1211,VH436,2022-08-29,Abs Fault,HIGH,0,UNKNOWN,2022,8,Open
1212,VH207,2022-08-29,Engine Warning,MEDIUM,1,P0217,2022,8,Resolved
1213,VH423,2022-08-30,Brake Wear,MEDIUM,1,B0020,2022,8,Resolved
1214,VH379,2022-08-30,Overheating,MEDIUM,1,C0031,2022,8,Resolved
1215,VH277,2022-08-31,Engine Warning,MEDIUM,1,P0300,2022,8,Resolved
1216,VH192,2022-08-31,Abs Fault,LOW,1,B0020,2022,8,Resolved
1217,VH017,2022-09-01,Overheating,MEDIUM,0,P0217,2022,9,Open
1218,VH198,2022-09-01,Engine Warning,MEDIUM,0,C0031,2022,9,Open
1219,VH494,2022-09-02,Brake Wear,MEDIUM,1,C0031,2022,9,Resolved
1220,VH110,2022-09-02,Brake Wear,MEDIUM,1,P0420,2022,9,Resolved
1221,VH025,2022-09-03,Overheating,HIGH,0,B0020,2022,9,Open
1222,VH074,2022-09-03,Battery Low,LOW,1,P0420,2022,9,Resolved
1223,VH462,2022-09-04,Oil Level Low,MEDIUM,0,P0300,2022,9,Open
1224,VH019,2022-09-04,Overheating,HIGH,0,B0020,2022,9,Open
1225,VH372,2022-09-05,Engine Warning,HIGH,0,C0031,2022,9,Open
1226,VH267,2022-09-05,Brake Wear,HIGH,0,P0217,2022,9,Open
1227,VH032,2022-09-06,Overheating,LOW,1,P0300,2022,9,Resolved
1228,VH266,2022-09-06,Brake Wear,MEDIUM,0,P0420,2022,9,Open
1229,VH239,2022-09-07,Overheating,MEDIUM,1,P0420,2022,9,Resolved
1230,VH226,2022-09-07,Brake Wear,MEDIUM,1,UNKNOWN,2022,9,Resolved
1231,VH115,2022-09-08,Battery Low,LOW,0,P0300,2022,9,Open
1232,VH044,2022-09-08,Engine Warning,LOW,0,B0020,2022,9,Open
1233,VH093,2022-09-09,Overheating,HIGH,0,P0300,2022,9,Open
1234,VH093,2022-09-09,Brake Wear,LOW,1,B0020,2022,9,Resolved
1235,VH214,2022-09-10,Overheating,HIGH,1,P0300,2022,9,Resolved
1236,VH370,2022-09-10,Engine Warning,MEDIUM,0,UNKNOWN,2022,9,Open
1237,VH334,2022-09-11,Overheating,HIGH,0,UNKNOWN,2022,9,Open
1238,VH443,2022-09-11,Oil Level Low,LOW,1,P0300,2022,9,Resolved
1239,VH258,2022-09-12,Brake Wear,LOW,1,C0031,2022,9,Resolved
1240,VH268,2022-09-12,Engine Warning,HIGH,1,B0020,2022,9,Resolved
1241,VH086,2022-09-13,Abs Fault,MEDIUM,1,P0300,2022,9,Resolved
1242,VH065,2022-09-13,Battery Low,LOW,1,P0420,2022,9,Resolved
1243,VH242,2022-09-14,Oil Level Low,HIGH,1,P0420,2022,9,Resolved
1244,VH076,2022-09-14,Overheating,HIGH,1,UNKNOWN,2022,9,Resolved
1245,VH332,2022-09-15,Abs Fault,MEDIUM,1,B0020,2022,9,Resolved
1246,VH068,2022-09-15,Overheating,LOW,1,P0300,2022,9,Resolved
1247,VH273,2022-09-16,Oil Level Low,HIGH,1,B0020,2022,9,Resolved
1248,VH181,2022-09-16,Battery Low,MEDIUM,1,P0300,2022,9,Resolved
1249,VH240,2022-09-17,Battery Low,LOW,1,C0031,2022,9,Resolved
1250,VH403,2022-09-17,Overheating,MEDIUM,0,P0217,2022,9,Open
1251,VH122,2022-09-18,Overheating,HIGH,1,P0420,2022,9,Resolved
1252,VH385,2022-09-18,Battery Low,MEDIUM,1,UNKNOWN,2022,9,Resolved
1253,VH052,2022-09-19,Battery Low,LOW,1,B0020,2022,9,Resolved
1254,VH017,2022-09-19,Battery Low,MEDIUM,1,P0420,2022,9,Resolved
1255,VH482,2022-09-20,Abs Fault,LOW,1,P0300,2022,9,Resolved
1256,VH235,2022-09-20,Overheating,HIGH,1,P0420,2022,9,Resolved
1257,VH442,2022-09-21,Brake Wear,MEDIUM,1,P0300,2022,9,Resolved
1258,VH455,2022-09-21,Oil Level Low,HIGH,1,B0020,2022,9,Resolved
1259,VH318,2022-09-22,Battery Low,MEDIUM,1,UNKNOWN,2022,9,Resolved
1260,VH417,2022-09-22,Overheating,MEDIUM,0,UNKNOWN,2022,9,Open
1261,VH326,2022-09-23,Engine Warning,HIGH,1,P0217,2022,9,Resolved
1262,VH308,2022-09-23,Overheating,MEDIUM,1,C0031,2022,9,Resolved
1263,VH262,2022-09-24,Brake Wear,MEDIUM,1,C0031,2022,9,Resolved
1264,VH096,2022-09-24,Brake Wear,LOW,0,P0420,2022,9,Open
1265,VH220,2022-09-25,Abs Fault,LOW,0,B0020,2022,9,Open
1266,VH357,2022-09-25,Battery Low,LOW,1,B0020,2022,9,Resolved
1267,VH320,2022-09-26,Oil Level Low,LOW,0,UNKNOWN,2022,9,Open
1268,VH349,2022-09-26,Overheating,MEDIUM,1,C0031,2022,9,Resolved
1269,VH059,2022-09-27,Oil Level Low,LOW,0,P0300,2022,9,Open
1270,VH107,2022-09-27,Engine Warning,LOW,0,C0031,2022,9,Open
1271,VH478,2022-09-28,Oil Level Low,LOW,1,UNKNOWN,2022,9,Resolved
1272,VH022,2022-09-28,Oil Level Low,HIGH,0,P0420,2022,9,Open
1273,VH325,2022-09-29,Battery Low,HIGH,0,C0031,2022,9,Open
1274,VH477,2022-09-29,Engine Warning,HIGH,1,P0300,2022,9,Resolved
1275,VH386,2022-09-30,Abs Fault,HIGH,1,UNKNOWN,2022,9,Resolved
1276,VH458,2022-09-30,Brake Wear,MEDIUM,0,P0420,2022,9,Open
1277,VH046,2022-10-01,Oil Level Low,MEDIUM,1,P0300,2022,10,Resolved
1278,VH468,2022-10-01,Engine Warning,HIGH,1,P0217,2022,10,Resolved
1279,VH446,2022-10-02,Engine Warning,LOW,1,P0420,2022,10,Resolved
1280,VH052,2022-10-02,Brake Wear,MEDIUM,1,P0300,2022,10,Resolved
1281,VH245,2022-10-03,Battery Low,HIGH,0,C0031,2022,10,Open
1282,VH466,2022-10-03,Engine Warning,LOW,1,P0217,2022,10,Resolved
1283,VH173,2022-10-04,Brake Wear,HIGH,1,P0300,2022,10,Resolved
1284,VH381,2022-10-04,Overheating,MEDIUM,1,UNKNOWN,2022,10,Resolved
1285,VH099,2022-10-05,Engine Warning,LOW,1,C0031,2022,10,Resolved
1286,VH181,2022-10-05,Overheating,MEDIUM,0,P0217,2022,10,Open
1287,VH036,2022-10-06,Overheating,MEDIUM,1,UNKNOWN,2022,10,Resolved
1288,VH435,2022-10-06,Engine Warning,HIGH,1,B0020,2022,10,Resolved
1289,VH018,2022-10-07,Brake Wear,HIGH,0,P0217,2022,10,Open
1290,VH012,2022-10-07,Overheating,MEDIUM,1,P0300,2022,10,Resolved
1291,VH313,2022-10-08,Battery Low,LOW,1,P0300,2022,10,Resolved
1292,VH114,2022-10-08,Oil Level Low,HIGH,1,P0420,2022,10,Resolved
1293,VH430,2022-10-09,Abs Fault,LOW,1,P0300,2022,10,Resolved
1294,VH217,2022-10-09,Overheating,MEDIUM,1,P0300,2022,10,Resolved
1295,VH484,2022-10-10,Overheating,LOW,0,B0020,2022,10,Open
1296,VH384,2022-10-10,Oil Level Low,MEDIUM,0,B0020,2022,10,Open
1297,VH490,2022-10-11,Brake Wear,MEDIUM,1,UNKNOWN,2022,10,Resolved
1298,VH041,2022-10-11,Battery Low,HIGH,1,C0031,2022,10,Resolved
1299,VH377,2022-10-12,Battery Low,LOW,1,B0020,2022,10,Resolved
1300,VH250,2022-10-12,Overheating,HIGH,0,UNKNOWN,2022,10,Open
