fuel_id,vehicle_id,fill_date,fuel_type,litres,km_driven,cost_inr,station,km_per_litre,fill_year,fill_month,cost_per_km
5949,VH070,2024-05-24,Petrol,20.01,430.9,4526.52,HP,21.53,2024,5,10.5
5950,VH353,2024-05-24,Petrol,34.72,652.6,3613.74,HP,18.8,2024,5,5.54
5951,VH053,2024-05-24,Petrol,31.44,202.5,4063.14,Indian Oil,6.44,2024,5,20.06
5952,VH162,2024-05-24,Diesel,43.63,444.1,2459.24,Indian Oil,10.18,2024,5,5.54
5953,VH417,2024-05-25,Diesel,23.81,642.4,3887.5,Shell,26.98,2024,5,6.05
5954,VH093,2024-05-25,Diesel,56.13,663.1,4857.12,BPCL,11.81,2024,5,7.32
5955,VH151,2024-05-25,CNG,38.22,528.6,3901.53,HP,13.83,2024,5,7.38
5956,VH058,2024-05-25,Petrol,43.07,614.9,3662.99,Shell,14.28,2024,5,5.96
5957,VH196,2024-05-25,Diesel,16.78,362.0,3580.74,Indian Oil,21.57,2024,5,9.89
5958,VH325,2024-05-26,Diesel,40.16,343.0,4927.3,Reliance,8.54,2024,5,14.37
5959,VH482,2024-05-26,Petrol,31.56,224.6,4890.03,HP,7.12,2024,5,21.77
5960,VH208,2024-05-26,Petrol,56.59,451.6,4875.32,Reliance,7.98,2024,5,10.8
5961,VH424,2024-05-26,Diesel,54.85,427.9,2607.76,Reliance,7.8,2024,5,6.09
5962,VH303,2024-05-26,Petrol,43.69,386.0,4280.53,HP,8.83,2024,5,11.09
5963,VH299,2024-05-27,Diesel,49.55,256.7,5005.08,Shell,5.18,2024,5,19.5
5964,VH445,2024-05-27,Diesel,44.01,315.4,4028.52,Shell,7.17,2024,5,12.77
5965,VH426,2024-05-27,Petrol,15.76,301.8,5005.4,HP,19.15,2024,5,16.59
5966,VH062,2024-05-27,Petrol,46.64,672.0,5344.82,BPCL,14.41,2024,5,7.95
5967,VH195,2024-05-27,Petrol,22.97,683.2,2282.51,Reliance,29.74,2024,5,3.34
5969,VH363,2024-05-28,Petrol,15.47,285.3,4205.89,HP,18.44,2024,5,14.74
5970,VH049,2024-05-28,CNG,28.99,644.4,2803.55,Indian Oil,22.23,2024,5,4.35
5971,VH106,2024-05-28,Diesel,38.26,219.2,5736.23,Indian Oil,5.73,2024,5,26.17
5972,VH433,2024-05-28,Petrol,29.99,671.7,2373.6,HP,22.4,2024,5,3.53
5973,VH078,2024-05-29,Diesel,46.23,390.0,3106.27,BPCL,8.44,2024,5,7.96
5974,VH375,2024-05-29,Diesel,38.52,469.3,5974.38,Indian Oil,12.18,2024,5,12.73
5975,VH417,2024-05-29,Petrol,58.19,581.9,2351.32,BPCL,10.0,2024,5,4.04
5976,VH284,2024-05-29,Diesel,31.1,322.0,3519.68,HP,10.35,2024,5,10.93
5977,VH057,2024-05-30,Diesel,47.48,250.3,2912.02,HP,5.27,2024,5,11.63
5978,VH169,2024-05-30,Petrol,52.61,605.0,5144.1,Reliance,11.5,2024,5,8.5
5979,VH376,2024-05-30,Petrol,26.41,692.3,2868.66,HP,26.21,2024,5,4.14
5980,VH376,2024-05-30,Petrol,37.39,529.4,2226.43,BPCL,14.16,2024,5,4.21
5981,VH207,2024-05-30,Petrol,32.7,612.6,5699.11,Shell,18.73,2024,5,9.3
5982,VH260,2024-05-31,Petrol,20.79,670.7,2928.31,Indian Oil,32.26,2024,5,4.37
5983,VH276,2024-05-31,Diesel,15.16,314.3,4837.86,Indian Oil,20.73,2024,5,15.39
5984,VH373,2024-05-31,Petrol,48.47,375.2,2807.55,Reliance,7.74,2024,5,7.48
5985,VH345,2024-05-31,Petrol,23.38,309.5,2303.62,Shell,13.24,2024,5,7.44
5986,VH163,2024-05-31,Petrol,17.3,230.9,5110.85,BPCL,13.35,2024,5,22.13
5987,VH244,2024-06-01,Diesel,37.37,452.0,1750.12,BPCL,12.1,2024,6,3.87
5988,VH250,2024-06-01,Petrol,30.6,272.8,2993.88,Reliance,8.92,2024,6,10.97
5989,VH309,2024-06-01,Petrol,46.13,246.4,5010.37,HP,5.34,2024,6,20.33
5990,VH039,2024-06-01,Diesel,19.83,378.8,3804.62,Shell,19.1,2024,6,10.04
5991,VH309,2024-06-01,Diesel,20.97,230.3,4603.08,Indian Oil,10.98,2024,6,19.99
5992,VH121,2024-06-02,Diesel,33.18,289.8,1800.68,Shell,8.73,2024,6,6.21
5993,VH086,2024-06-02,Petrol,38.42,235.0,4874.14,Reliance,6.12,2024,6,20.74
5994,VH099,2024-06-02,Petrol,52.09,638.6,2273.73,HP,12.26,2024,6,3.56
5995,VH374,2024-06-02,Petrol,41.35,589.9,5139.17,Shell,14.27,2024,6,8.71
5996,VH246,2024-06-02,Diesel,55.62,629.8,4038.79,HP,11.32,2024,6,6.41
5997,VH495,2024-06-03,Petrol,24.8,634.2,4826.23,Shell,25.57,2024,6,7.61
5998,VH348,2024-06-03,Petrol,41.83,672.3,2457.75,Indian Oil,16.07,2024,6,3.66
5999,VH394,2024-06-03,Diesel,44.49,293.3,3279.41,BPCL,6.59,2024,6,11.18
6000,VH208,2024-06-03,Petrol,47.66,650.0,5109.31,Shell,13.64,2024,6,7.86
6001,VH113,2024-06-04,Diesel,37.39,462.5,5598.62,BPCL,12.37,2024,6,12.11
6002,VH471,2024-06-04,Petrol,36.06,283.1,2519.57,BPCL,7.85,2024,6,8.9
6003,VH083,2024-06-04,CNG,31.62,527.9,5070.27,BPCL,16.7,2024,6,9.6
6004,VH065,2024-06-04,CNG,53.35,363.5,1988.5,Reliance,6.81,2024,6,5.47
6005,VH001,2024-06-04,Diesel,22.96,223.2,3415.87,Indian Oil,9.72,2024,6,15.3
6006,VH437,2024-06-05,CNG,16.67,239.3,5724.24,BPCL,14.36,2024,6,23.92
6007,VH174,2024-06-05,Petrol,34.96,411.9,5753.11,Indian Oil,11.78,2024,6,13.97
6008,VH250,2024-06-05,Diesel,26.12,613.2,2835.07,Shell,23.48,2024,6,4.62
6009,VH410,2024-06-05,Petrol,32.84,355.5,2368.11,Indian Oil,10.83,2024,6,6.66
6010,VH226,2024-06-05,Diesel,59.37,583.1,2172.69,HP,9.82,2024,6,3.73
6011,VH386,2024-06-06,Petrol,30.68,227.9,3663.94,BPCL,7.43,2024,6,16.08
6012,VH284,2024-06-06,Petrol,46.86,396.9,1914.35,Shell,8.47,2024,6,4.82
6013,VH084,2024-06-06,CNG,26.27,263.7,3105.84,BPCL,10.04,2024,6,11.78
6014,VH490,2024-06-06,Petrol,28.65,631.8,1576.55,BPCL,22.05,2024,6,2.5
6015,VH239,2024-06-06,Diesel,25.94,684.0,2667.29,Shell,26.37,2024,6,3.9
6016,VH411,2024-06-07,Diesel,40.75,362.8,5551.25,Shell,8.9,2024,6,15.3
6017,VH028,2024-06-07,Petrol,25.17,694.4,3511.4,Reliance,27.59,2024,6,5.06
6018,VH380,2024-06-07,Diesel,47.33,576.2,1831.85,Reliance,12.17,2024,6,3.18
6020,VH431,2024-06-07,CNG,33.96,442.6,5800.35,Indian Oil,13.03,2024,6,13.11
6021,VH391,2024-06-08,CNG,37.39,617.1,3585.33,HP,16.5,2024,6,5.81
6022,VH328,2024-06-08,Diesel,16.02,466.9,4309.3,HP,29.14,2024,6,9.23
6023,VH480,2024-06-08,Diesel,38.98,475.0,5637.38,Indian Oil,12.19,2024,6,11.87
6024,VH459,2024-06-08,Petrol,52.76,423.8,3385.95,Reliance,8.03,2024,6,7.99
6025,VH304,2024-06-09,Petrol,41.95,397.5,4490.64,HP,9.48,2024,6,11.3
6026,VH282,2024-06-09,Petrol,34.6,213.7,3483.17,Reliance,6.18,2024,6,16.3
6027,VH183,2024-06-09,Diesel,54.7,510.9,5829.59,Shell,9.34,2024,6,11.41
6028,VH345,2024-06-09,Petrol,23.86,583.4,3767.11,Indian Oil,24.45,2024,6,6.46
6029,VH135,2024-06-09,Diesel,31.17,595.1,5485.44,Reliance,19.09,2024,6,9.22
6030,VH468,2024-06-10,Diesel,40.44,512.3,3782.39,Indian Oil,12.67,2024,6,7.38
6031,VH361,2024-06-10,Petrol,28.13,370.6,4507.74,BPCL,13.17,2024,6,12.16
6033,VH115,2024-06-10,Petrol,35.35,647.9,5629.0,Indian Oil,18.33,2024,6,8.69
6034,VH186,2024-06-10,Diesel,17.33,414.5,4411.24,Reliance,23.92,2024,6,10.64
6035,VH478,2024-06-11,Petrol,22.92,500.6,1589.61,Indian Oil,21.84,2024,6,3.18
6036,VH376,2024-06-11,Petrol,38.96,297.3,1570.39,BPCL,7.63,2024,6,5.28
6037,VH001,2024-06-11,Diesel,39.75,271.0,4542.8,Shell,6.82,2024,6,16.76
6039,VH456,2024-06-11,Petrol,42.0,599.4,4722.74,Shell,14.27,2024,6,7.88
6040,VH029,2024-06-12,Diesel,45.0,523.2,2949.08,Indian Oil,11.63,2024,6,5.64
6041,VH232,2024-06-12,Diesel,24.62,510.6,3925.14,BPCL,20.74,2024,6,7.69
6042,VH150,2024-06-12,Diesel,19.81,659.7,2284.8,BPCL,33.3,2024,6,3.46
6043,VH480,2024-06-12,Petrol,42.09,279.4,2608.0,Shell,6.64,2024,6,9.33
6044,VH424,2024-06-12,Petrol,53.92,285.1,3466.13,Reliance,5.29,2024,6,12.16
6045,VH190,2024-06-13,Diesel,41.43,294.7,4494.65,HP,7.11,2024,6,15.25
6046,VH270,2024-06-13,Petrol,34.93,411.7,2200.79,Indian Oil,11.79,2024,6,5.35
6047,VH248,2024-06-13,CNG,41.02,452.0,2765.77,Indian Oil,11.02,2024,6,6.12
6048,VH386,2024-06-13,Petrol,36.09,640.7,2431.33,Shell,17.75,2024,6,3.79
6049,VH419,2024-06-14,Petrol,21.38,495.3,5382.03,BPCL,23.17,2024,6,10.87
6050,VH327,2024-06-14,Petrol,48.35,529.1,4416.03,BPCL,10.94,2024,6,8.35
6051,VH195,2024-06-14,CNG,38.99,648.9,3608.23,Reliance,16.64,2024,6,5.56
6052,VH381,2024-06-14,Diesel,32.97,512.1,5761.24,HP,15.53,2024,6,11.25
6053,VH255,2024-06-14,Petrol,40.18,314.9,4811.22,Indian Oil,7.84,2024,6,15.28
6054,VH079,2024-06-15,Diesel,25.86,552.5,5695.02,Shell,21.37,2024,6,10.31
6055,VH363,2024-06-15,Petrol,34.26,584.9,4189.17,Reliance,17.07,2024,6,7.16
6056,VH098,2024-06-15,Diesel,43.01,517.7,2121.26,HP,12.04,2024,6,4.1
6057,VH150,2024-06-15,Petrol,25.18,336.8,4539.42,Indian Oil,13.38,2024,6,13.48
6058,VH274,2024-06-15,Petrol,48.7,400.0,2406.71,HP,8.21,2024,6,6.02
6059,VH302,2024-06-16,Petrol,38.45,435.3,3056.86,Indian Oil,11.32,2024,6,7.02
6060,VH338,2024-06-16,Petrol,53.78,272.6,3793.28,HP,5.07,2024,6,13.92
6061,VH447,2024-06-16,Petrol,53.13,452.0,2208.15,HP,8.51,2024,6,4.89
6062,VH123,2024-06-16,Petrol,37.25,280.6,1593.52,Shell,7.53,2024,6,5.68
6063,VH098,2024-06-16,Petrol,23.8,449.7,2971.89,Reliance,18.89,2024,6,6.61
6064,VH164,2024-06-17,CNG,48.15,452.0,5209.42,BPCL,9.39,2024,6,11.53
6065,VH046,2024-06-17,Diesel,33.84,674.3,1569.21,HP,19.93,2024,6,2.33
6066,VH359,2024-06-17,CNG,41.76,323.2,1992.45,Shell,7.74,2024,6,6.16
6067,VH239,2024-06-17,Petrol,19.83,433.5,5130.85,BPCL,21.86,2024,6,11.84
6069,VH293,2024-06-18,Diesel,31.81,296.4,5721.96,Reliance,9.32,2024,6,19.3
6070,VH244,2024-06-18,Diesel,30.04,546.6,3211.1,HP,18.2,2024,6,5.87
6072,VH171,2024-06-18,Diesel,34.46,514.1,2664.55,Reliance,14.92,2024,6,5.18
6074,VH157,2024-06-19,Diesel,43.25,432.5,5467.0,HP,10.0,2024,6,12.64
6075,VH204,2024-06-19,Diesel,19.69,560.7,5672.83,Reliance,28.48,2024,6,10.12
6076,VH146,2024-06-19,CNG,48.66,663.1,4686.45,HP,13.63,2024,6,7.07
6077,VH479,2024-06-19,CNG,29.54,446.4,4965.31,Indian Oil,15.11,2024,6,11.12
6078,VH143,2024-06-20,Petrol,50.95,620.3,1532.07,Reliance,12.17,2024,6,2.47
6079,VH187,2024-06-20,Petrol,42.34,601.3,4892.21,HP,14.2,2024,6,8.14
6080,VH488,2024-06-20,Petrol,29.27,347.9,3624.88,Shell,11.89,2024,6,10.42
6081,VH122,2024-06-20,Petrol,31.03,637.4,3537.56,Reliance,20.54,2024,6,5.55
6082,VH350,2024-06-20,Petrol,47.92,520.1,3930.31,Indian Oil,10.85,2024,6,7.56
6083,VH100,2024-06-21,Petrol,39.75,252.1,2720.45,BPCL,6.34,2024,6,10.79
6084,VH284,2024-06-21,Petrol,45.08,452.0,4633.3,BPCL,10.03,2024,6,10.25
6085,VH437,2024-06-21,Diesel,22.12,288.3,2830.15,HP,13.03,2024,6,9.82
6086,VH015,2024-06-21,Petrol,37.39,452.0,4013.73,Reliance,12.09,2024,6,8.88
6087,VH384,2024-06-21,Diesel,29.42,433.2,2116.17,Reliance,14.72,2024,6,4.88
6088,VH043,2024-06-22,Petrol,42.89,512.6,4537.84,Indian Oil,11.95,2024,6,8.85
6089,VH289,2024-06-22,Diesel,20.16,532.5,2353.26,BPCL,26.41,2024,6,4.42
6090,VH386,2024-06-22,Diesel,29.46,452.0,2266.86,Shell,15.34,2024,6,5.02
6091,VH187,2024-06-22,Petrol,44.2,376.2,1609.27,BPCL,8.51,2024,6,4.28
6092,VH008,2024-06-22,CNG,27.34,272.3,2048.04,Reliance,9.96,2024,6,7.52
6094,VH033,2024-06-23,Diesel,44.76,612.5,2500.39,Shell,13.68,2024,6,4.08
6095,VH419,2024-06-23,Diesel,54.16,575.4,2974.52,Indian Oil,10.62,2024,6,5.17
6096,VH402,2024-06-23,Petrol,32.79,421.3,1744.87,HP,12.85,2024,6,4.14
6097,VH090,2024-06-24,Petrol,16.53,248.0,5708.39,HP,15.0,2024,6,23.02
6098,VH496,2024-06-24,Petrol,40.93,425.0,2036.29,Indian Oil,10.38,2024,6,4.79
6099,VH149,2024-06-24,CNG,30.26,347.2,4658.84,Reliance,11.47,2024,6,13.42
6100,VH448,2024-06-24,Diesel,35.17,452.0,3907.83,Reliance,12.85,2024,6,8.65
6101,VH412,2024-06-24,Petrol,45.65,248.3,3987.55,HP,5.44,2024,6,16.06
6102,VH212,2024-06-25,Diesel,46.53,425.7,1974.83,BPCL,9.15,2024,6,4.64
6103,VH116,2024-06-25,Petrol,16.24,495.7,2594.47,Indian Oil,30.52,2024,6,5.23
6104,VH173,2024-06-25,Petrol,49.62,692.9,5009.47,BPCL,13.96,2024,6,7.23
6105,VH020,2024-06-25,CNG,37.21,244.8,3586.59,Indian Oil,6.58,2024,6,14.65
6106,VH379,2024-06-25,Diesel,40.05,257.0,3556.81,Indian Oil,6.42,2024,6,13.84
6107,VH132,2024-06-26,Petrol,28.41,694.0,3956.6,HP,24.43,2024,6,5.7
6108,VH292,2024-06-26,CNG,37.39,402.8,3452.13,HP,10.77,2024,6,8.57
6109,VH354,2024-06-26,Petrol,46.97,571.9,5127.61,BPCL,12.18,2024,6,8.97
6110,VH237,2024-06-26,Petrol,49.95,591.7,4869.17,Reliance,11.85,2024,6,8.23
6111,VH077,2024-06-26,Petrol,32.42,357.3,2926.52,Shell,11.02,2024,6,8.19
6112,VH223,2024-06-27,Diesel,46.1,307.2,5154.37,BPCL,6.66,2024,6,16.78
6113,VH436,2024-06-27,Diesel,26.61,338.0,3833.73,Indian Oil,12.7,2024,6,11.34
6114,VH126,2024-06-27,Petrol,52.44,582.2,4324.82,Shell,11.1,2024,6,7.43
6115,VH039,2024-06-27,Diesel,42.44,620.2,5397.79,Shell,14.61,2024,6,8.7
6116,VH327,2024-06-27,Diesel,49.88,549.8,3641.97,Shell,11.02,2024,6,6.62
6117,VH209,2024-06-28,Diesel,36.47,452.0,4903.17,Shell,12.39,2024,6,10.85
6118,VH106,2024-06-28,CNG,25.31,452.0,4326.39,Shell,17.86,2024,6,9.57
6119,VH140,2024-06-28,Petrol,34.32,412.6,3420.35,BPCL,12.02,2024,6,8.29
6120,VH249,2024-06-28,Petrol,32.17,657.3,5050.72,HP,20.43,2024,6,7.68
6121,VH055,2024-06-29,Diesel,37.39,631.6,1973.22,HP,16.89,2024,6,3.12
6122,VH118,2024-06-29,Petrol,24.55,361.7,4115.49,Indian Oil,14.73,2024,6,11.38
6123,VH350,2024-06-29,Petrol,49.16,364.0,1708.85,Reliance,7.4,2024,6,4.69
6124,VH176,2024-06-29,Petrol,18.89,590.0,2202.76,BPCL,31.23,2024,6,3.73
6125,VH354,2024-06-29,Diesel,54.94,413.3,4194.93,Shell,7.52,2024,6,10.15
6126,VH470,2024-06-30,Petrol,22.88,486.4,2884.23,HP,21.26,2024,6,5.93
6127,VH213,2024-06-30,Petrol,59.09,411.2,2681.14,Indian Oil,6.96,2024,6,6.52
6128,VH265,2024-06-30,Petrol,59.48,321.2,5801.27,Shell,5.4,2024,6,18.06
6129,VH140,2024-06-30,Diesel,32.93,294.4,3146.58,Indian Oil,8.94,2024,6,10.69
6132,VH325,2024-07-01,Diesel,18.71,340.3,1779.08,HP,18.19,2024,7,5.23
6134,VH441,2024-07-01,Diesel,16.91,329.0,3808.06,Shell,19.46,2024,7,11.57
6135,VH284,2024-07-01,Petrol,23.19,237.9,3216.38,HP,10.26,2024,7,13.52
6136,VH273,2024-07-02,Diesel,41.31,370.8,1797.08,BPCL,8.98,2024,7,4.85
6137,VH022,2024-07-02,CNG,18.63,460.0,2818.56,Shell,24.69,2024,7,6.13
6138,VH419,2024-07-02,Petrol,22.28,672.3,5478.43,HP,30.18,2024,7,8.15
6139,VH369,2024-07-02,Petrol,57.91,373.5,2281.7,Indian Oil,6.45,2024,7,6.11
6141,VH207,2024-07-03,Diesel,50.92,381.2,2423.82,Indian Oil,7.49,2024,7,6.36
6142,VH147,2024-07-03,Diesel,38.18,608.6,5508.62,Reliance,15.94,2024,7,9.05
6143,VH495,2024-07-03,Petrol,55.51,370.1,4649.98,Indian Oil,6.67,2024,7,12.56
6144,VH434,2024-07-03,Petrol,20.04,345.9,5468.29,Indian Oil,17.26,2024,7,15.81
6145,VH154,2024-07-04,CNG,57.43,659.5,5611.86,BPCL,11.48,2024,7,8.51
6146,VH108,2024-07-04,Diesel,30.82,348.6,5675.85,BPCL,11.31,2024,7,16.28
6147,VH316,2024-07-04,CNG,53.77,685.1,3685.72,Reliance,12.74,2024,7,5.38
6148,VH300,2024-07-04,Diesel,45.08,616.3,3643.01,BPCL,13.67,2024,7,5.91
6149,VH440,2024-07-04,Petrol,58.21,452.0,5230.15,HP,7.76,2024,7,11.57
6150,VH483,2024-07-05,Petrol,53.91,499.2,2993.67,Indian Oil,9.26,2024,7,6.0
6151,VH299,2024-07-05,Diesel,54.96,312.4,1599.95,HP,5.68,2024,7,5.12
6152,VH151,2024-07-05,Petrol,43.43,565.2,2991.96,Reliance,13.01,2024,7,5.29
6153,VH458,2024-07-05,Petrol,52.49,373.6,4723.58,HP,7.12,2024,7,12.64
6154,VH406,2024-07-05,Petrol,49.07,442.8,2056.26,HP,9.02,2024,7,4.64
6155,VH175,2024-07-06,CNG,37.39,252.0,5031.51,HP,6.74,2024,7,19.97
6156,VH055,2024-07-06,Petrol,44.19,348.1,5169.63,BPCL,7.88,2024,7,14.85
6157,VH267,2024-07-06,Petrol,37.39,464.6,1954.11,Indian Oil,12.43,2024,7,4.21
6158,VH311,2024-07-06,Diesel,54.13,434.0,1940.28,HP,8.02,2024,7,4.47
6159,VH154,2024-07-06,CNG,17.97,371.8,2394.65,Shell,20.69,2024,7,6.44
6160,VH385,2024-07-07,CNG,59.42,436.0,3103.75,Indian Oil,7.34,2024,7,7.12
6161,VH500,2024-07-07,Diesel,33.03,572.5,3897.3,Indian Oil,17.33,2024,7,6.81
6162,VH484,2024-07-07,Petrol,22.68,429.7,3684.94,Shell,18.95,2024,7,8.58
6163,VH190,2024-07-07,Petrol,57.11,453.1,5339.26,Reliance,7.93,2024,7,11.78
6164,VH149,2024-07-07,CNG,17.04,550.6,2140.04,Reliance,32.31,2024,7,3.89
6165,VH008,2024-07-08,Diesel,36.15,620.8,4639.08,Indian Oil,17.17,2024,7,7.47
6166,VH148,2024-07-08,Diesel,49.66,463.4,3969.99,BPCL,9.33,2024,7,8.57
6167,VH173,2024-07-08,Petrol,29.25,674.1,4815.71,Reliance,23.05,2024,7,7.14
6168,VH081,2024-07-08,Petrol,38.8,376.7,3038.76,Reliance,9.71,2024,7,8.07
6169,VH079,2024-07-09,Diesel,46.52,326.3,3621.21,HP,7.01,2024,7,11.1
6170,VH469,2024-07-09,Diesel,57.84,546.5,1628.67,HP,9.45,2024,7,2.98
6171,VH321,2024-07-09,CNG,19.62,287.9,2022.48,Reliance,14.67,2024,7,7.02
6172,VH060,2024-07-09,Diesel,22.08,650.0,3187.48,BPCL,29.44,2024,7,4.9
6173,VH451,2024-07-09,Diesel,37.39,393.3,3665.65,HP,10.52,2024,7,9.32
6174,VH095,2024-07-10,Diesel,33.83,549.1,1885.86,BPCL,16.23,2024,7,3.43
6175,VH312,2024-07-10,Diesel,33.49,485.1,5212.45,Indian Oil,14.48,2024,7,10.75
6176,VH128,2024-07-10,Petrol,28.36,227.2,5757.24,BPCL,8.01,2024,7,25.34
6177,VH122,2024-07-10,CNG,40.23,554.5,4183.79,HP,13.78,2024,7,7.55
6178,VH287,2024-07-10,Diesel,37.39,595.0,1740.31,Shell,15.91,2024,7,2.92
6179,VH341,2024-07-11,CNG,22.24,452.0,4824.72,BPCL,20.32,2024,7,10.67
6180,VH087,2024-07-11,Diesel,24.69,408.1,2477.24,Reliance,16.53,2024,7,6.07
6181,VH382,2024-07-11,Petrol,45.19,451.5,4801.43,BPCL,9.99,2024,7,10.63
6182,VH081,2024-07-11,Petrol,37.39,637.4,3454.56,BPCL,17.05,2024,7,5.42
6183,VH022,2024-07-11,Petrol,45.32,334.6,1740.42,BPCL,7.38,2024,7,5.2
6184,VH252,2024-07-12,Petrol,29.15,294.6,2754.37,Reliance,10.11,2024,7,9.35
6185,VH190,2024-07-12,Petrol,31.1,266.5,3421.63,BPCL,8.57,2024,7,12.84
6186,VH312,2024-07-12,Diesel,33.25,689.1,4813.13,Shell,20.72,2024,7,6.98
6187,VH086,2024-07-12,Petrol,30.73,335.2,2098.81,Reliance,10.91,2024,7,6.26
6188,VH484,2024-07-12,Petrol,52.85,578.7,2791.51,Shell,10.95,2024,7,4.82
6189,VH379,2024-07-13,CNG,57.57,424.8,1875.92,Shell,7.38,2024,7,4.42
6190,VH456,2024-07-13,Petrol,39.66,452.0,4271.13,Shell,11.4,2024,7,9.45
6191,VH367,2024-07-13,CNG,41.18,656.7,3634.22,Reliance,15.95,2024,7,5.53
6192,VH008,2024-07-13,Petrol,18.17,431.9,5680.52,HP,23.77,2024,7,13.15
6193,VH318,2024-07-14,Diesel,47.09,483.0,4832.49,Reliance,10.26,2024,7,10.01
6194,VH334,2024-07-14,Petrol,41.28,311.2,5000.49,BPCL,7.54,2024,7,16.07
6195,VH230,2024-07-14,Diesel,37.39,362.1,2239.77,Shell,9.68,2024,7,6.19
6196,VH152,2024-07-14,Diesel,23.93,573.8,2699.8,BPCL,23.98,2024,7,4.71
6197,VH278,2024-07-14,CNG,24.09,452.0,3809.13,Shell,18.76,2024,7,8.43
6198,VH015,2024-07-15,Petrol,22.69,453.0,1560.68,Shell,19.96,2024,7,3.45
6199,VH468,2024-07-15,Petrol,44.64,257.2,5415.58,BPCL,5.76,2024,7,21.06
6200,VH475,2024-07-15,CNG,37.39,625.0,4999.83,Indian Oil,16.72,2024,7,8.0
6201,VH412,2024-07-15,Petrol,49.33,568.8,1760.73,Shell,11.53,2024,7,3.1
6202,VH406,2024-07-15,Petrol,36.48,580.4,5320.65,Indian Oil,15.91,2024,7,9.17
6203,VH287,2024-07-16,Diesel,33.18,289.1,1520.2,Reliance,8.71,2024,7,5.26
6204,VH457,2024-07-16,Petrol,32.39,447.6,2013.99,Shell,13.82,2024,7,4.5
6205,VH248,2024-07-16,Petrol,42.06,213.8,1749.14,Shell,5.08,2024,7,8.18
6206,VH255,2024-07-16,Petrol,31.16,357.5,3656.22,Reliance,11.47,2024,7,10.23
6207,VH446,2024-07-16,Petrol,25.18,374.0,5028.22,BPCL,14.85,2024,7,13.44
6208,VH343,2024-07-17,Diesel,42.13,656.8,2303.43,BPCL,15.59,2024,7,3.51
6209,VH325,2024-07-17,Petrol,32.58,452.0,4971.69,Indian Oil,13.87,2024,7,11.0
6210,VH365,2024-07-17,Diesel,15.64,508.9,2332.16,Reliance,32.54,2024,7,4.58
6211,VH167,2024-07-17,CNG,37.39,458.4,5957.41,Shell,12.26,2024,7,13.0
6212,VH081,2024-07-17,Petrol,27.34,420.0,5340.64,Indian Oil,15.36,2024,7,12.72
6213,VH296,2024-07-18,Diesel,38.06,209.1,4817.34,BPCL,5.49,2024,7,23.04
6214,VH069,2024-07-18,CNG,30.94,600.1,4162.6,Shell,19.4,2024,7,6.94
6215,VH183,2024-07-18,Diesel,16.08,535.9,2591.47,BPCL,33.33,2024,7,4.84
6216,VH327,2024-07-18,CNG,25.04,524.6,2036.7,Indian Oil,20.95,2024,7,3.88
6217,VH064,2024-07-19,Petrol,19.34,604.5,3571.38,BPCL,31.26,2024,7,5.91
6218,VH264,2024-07-19,Diesel,57.69,664.0,3311.97,BPCL,11.51,2024,7,4.99
6219,VH327,2024-07-19,Diesel,29.08,394.8,4535.16,Reliance,13.58,2024,7,11.49
6220,VH086,2024-07-19,Petrol,37.39,413.2,2265.4,Indian Oil,11.05,2024,7,5.48
6221,VH044,2024-07-19,Diesel,37.39,687.6,4029.58,Shell,18.39,2024,7,5.86
6222,VH294,2024-07-20,Diesel,25.46,532.2,4620.08,BPCL,20.9,2024,7,8.68
6223,VH373,2024-07-20,Petrol,40.5,625.7,2845.35,BPCL,15.45,2024,7,4.55
6224,VH149,2024-07-20,Petrol,21.78,310.8,5010.06,HP,14.27,2024,7,16.12
6225,VH260,2024-07-20,Diesel,59.28,358.5,3443.29,Indian Oil,6.05,2024,7,9.6
6226,VH416,2024-07-20,Diesel,58.66,395.8,2231.84,Indian Oil,6.75,2024,7,5.64
6227,VH311,2024-07-21,Diesel,44.52,358.5,2376.47,Shell,8.05,2024,7,6.63
6228,VH349,2024-07-21,Diesel,46.82,642.1,2755.04,Reliance,13.71,2024,7,4.29
6229,VH444,2024-07-21,Petrol,34.16,455.8,2211.57,Shell,13.34,2024,7,4.85
6230,VH059,2024-07-21,Petrol,58.3,676.8,4033.14,Indian Oil,11.61,2024,7,5.96
6231,VH094,2024-07-21,CNG,34.07,360.7,5771.14,BPCL,10.59,2024,7,16.0
6232,VH323,2024-07-22,CNG,25.78,218.6,5532.33,Reliance,8.48,2024,7,25.31
6233,VH005,2024-07-22,Diesel,20.19,269.0,2956.89,Reliance,13.32,2024,7,10.99
6234,VH083,2024-07-22,CNG,24.37,308.5,5391.01,Indian Oil,12.66,2024,7,17.47
6235,VH328,2024-07-22,CNG,40.75,520.0,5793.1,Indian Oil,12.76,2024,7,11.14
6236,VH383,2024-07-22,Petrol,37.39,290.5,2823.75,Shell,7.77,2024,7,9.72
6237,VH037,2024-07-23,Petrol,44.44,390.7,5573.78,HP,8.79,2024,7,14.27
6238,VH479,2024-07-23,Petrol,32.2,597.7,5988.43,Indian Oil,18.56,2024,7,10.02
6240,VH013,2024-07-23,Diesel,37.39,240.2,3256.0,Shell,6.42,2024,7,13.56
6241,VH490,2024-07-24,Petrol,43.02,470.0,4238.44,Indian Oil,10.93,2024,7,9.02
